V1,V2,V3
t,320,571
t,526,451
t,396,449
t,412,492
t,420,451
t,310,507
t,308,462
t,254,505
t,267,499
t,286,408
t,257,423
t,267,395
t,259,361
t,256,339
t,321,311
t,268,326
t,425,328
t,380,425
t,411,385
t,445,411
t,470,343
t,321,276
t,187,265
t,443,537
t,420,556
t,335,344
t,419,248
t,427,218
t,425,176
t,334,197
t,319,192
t,334,163
t,370,146
t,377,80
t,349,76
t,471,271
t,584,245
t,596,289
t,602,210
t,584,190
t,576,157
t,537,301
t,592,459
t,491,448
t,350,525
t,382,466
t,346,538
t,339,447
t,305,378
t,373,328
t,273,277
t,260,231
t,261,190
t,294,157
t,331,79
