V1,V2,V3
f,142,943
f,123,1084
f,547,1126
f,305,912
f,364,842
l,1107,295
l,1132,301
l,1179,256
l,1197,271
l,1200,285
l,1051,292
l,1091,253
l,1096,193
l,1211,265
l,1199,181
l,1215,177
l,1242,149
l,1275,139
l,1276,63
l,1317,119
l,1389,132
l,1400,215
l,1291,196
l,1282,210
l,1261,289
l,1373,386
l,1363,371
l,1189,412
l,988,323
l,834,319
l,977,44
l,905,67
l,923,132
l,1056,61
l,1069,122
l,1063,89
l,1098,73
l,1195,36
l,1305,179
l,1405,302
l,1213,279
l,1128,125
l,1127,175
l,1110,173
l,1179,138
l,1192,13
l,981,161
l,1286,175
l,1256,217
l,1341,209
l,1294,309
l,1413,131
l,1204,209
l,1092,238
l,1035,147
l,1006,2
l,1208,19
l,974,250
l,795,439
l,1419,304
l,1413,207
l,1410,186
l,1365,205
l,1423,79
f,304,95
f,368,873
f,368,1175
f,261,1357
f,846,1133
f,464,1238
f,297,1009
