V1,V2,V3
t,1181,149
t,1225,192
t,1424,266
t,1447,271
t,1484,230
t,1514,265
t,1466,117
t,1444,145
t,1422,98
t,1406,113
t,1433,125
t,1462,70
t,1481,83
t,1484,103
t,1367,84
t,1329,80
t,1278,95
t,1210,36
t,1191,46
t,1231,31
t,1207,62
t,1055,2
t,978,0
t,846,154
t,1479,2
t,1503,60
l,956,164
l,963,188
l,1015,157
l,920,118
l,861,63
l,871,60
l,875,72
l,762,88
l,782,102
l,816,16
l,770,245
l,789,182
l,831,144
l,747,278
l,697,254
l,734,308
l,674,313
l,685,300
l,667,271
l,571,272
l,543,262
l,570,218
l,626,316
l,599,339
l,641,335
l,730,119
l,754,157
l,899,185
l,879,179
l,1051,245
l,1101,222
l,1085,242
l,1144,154
l,1176,134
l,1102,7
l,639,44
l,583,48
l,722,278
l,759,8
l,591,74
l,587,104
l,520,143
l,684,246
l,693,194
l,663,129
t,1157,47
t,677,192
t,656,212
t,1653,190
t,1658,130
t,1612,66
t,1655,27
t,1653,63
t,1633,55
t,1396,28
t,1439,16
t,1651,27
t,1608,10
t,1585,35
t,1534,51
t,1482,42
t,1398,27
t,1505,23
t,1536,9
