V1,V2,V3
t,993,1991
t,1027,1962
t,1005,1954
t,1056,1912
t,984,1907
t,1018,1918
t,974,1929
t,834,1986
t,857,1864
t,1272,1922
t,1508,1983
t,1174,1961
t,1320,1856
t,1291,1973
t,1202,1989
t,1188,1985
t,1143,1988
t,1244,1976
t,1284,1868
t,1308,1814
t,1313,1796
t,1045,1849
t,1066,1868
t,978,1853
t,884,1853
t,827,1824
l,710,1992
l,673,1903
l,607,1926
l,549,1962
l,844,1829
t,691,1974
t,682,1965
t,737,1914
t,779,1951
t,741,1861
t,710,1840
t,681,1845
t,811,1831
t,784,1852
t,815,1856
t,1087,1917
t,586,1968
t,591,1949
t,575,1857
t,605,1861
t,1535,1933
t,1551,1933
t,1599,1957
t,1630,1965
t,1661,1977
t,1351,1757
t,1420,1774
t,1425,1755
t,1435,1928
t,1364,1643
t,1398,1646
t,1468,1784
t,1422,1769
t,1428,1748
t,1421,1798
t,1429,1712
t,1383,1705
t,1556,1820
t,1606,1810
t,1612,1780
t,1633,1966
t,1660,1981
t,1055,1943
t,1143,1926
t,1042,1696
t,1061,1686
t,1208,1642
t,1330,1560
t,1378,1583
t,1398,1643
t,1406,1674
t,1434,1618
t,1467,1692
t,1495,1680
t,1492,1642
t,1494,1727
t,1409,1552
t,1650,1900
t,1553,1938
t,1533,1934
t,1522,1948
t,1550,1981
t,1661,1835
l,1601,1955
l,1412,1968
l,1401,1957
l,1516,1773
l,1529,1630
l,1146,1798
l,1129,1802
l,1097,1807
l,1026,1852
l,999,1893
l,982,1653
l,996,1589
l,1009,1584
l,1025,1596
l,1075,1605
l,1074,1642
l,1076,1642
l,1324,1970
l,1324,1970
l,1324,1970
