V1,V2,V3
l,1591,578
l,1634,524
l,1638,474
l,1627,453
l,1587,366
l,1613,345
l,1643,266
l,1663,254
l,1653,224
l,1690,201
t,1516,489
t,1401,506
t,1433,555
t,1436,596
t,1338,546
t,1301,597
t,1295,568
t,1288,547
t,1260,580
t,1343,463
t,1392,448
t,1426,390
t,1461,378
t,1393,391
t,1340,415
t,1337,384
t,1336,339
t,1305,331
t,1290,339
t,1267,351
t,1305,420
t,1185,491
t,1204,490
t,1167,525
t,1107,504
t,1104,401
t,1127,413
t,1280,296
t,1305,301
t,1165,185
t,1143,154
t,1566,490
t,1483,561
t,1225,550
t,1215,583
t,1236,610
t,1280,612
t,1163,504
t,1146,519
t,1246,333
t,1207,339
t,1255,289
t,1348,317
t,1400,338
t,1438,306
t,1413,287
t,1495,451
t,1474,445
l,1648,753
l,1735,781
l,1706,815
l,1695,734
l,1605,701
l,1626,600
l,1628,565
t,1338,622
t,1272,648
t,1325,656
t,1353,583
t,1209,661
t,1178,682
t,1220,781
t,1287,736
t,1333,600
t,1077,569
t,1071,592
t,1052,663
t,1063,757
t,1120,815
t,1199,840
t,1074,817
t,1058,807
t,1411,664
t,1553,810
t,1532,699
t,1556,694
t,1457,620
t,1450,673
t,1375,616
t,1370,651
t,1164,406
t,1179,432
t,1174,465
t,1110,468
t,904,873
t,946,841
t,913,757
t,899,647
t,894,694
t,873,712
t,985,908
t,1023,894
t,1023,932
t,862,822
t,955,899
t,1069,675
t,1004,682
t,1004,647
t,1086,757
t,1242,677
t,1476,698
t,1522,747
l,1968,199
l,1963,180
l,1994,182
l,1994,173
l,1956,147
l,1585,147
l,1574,117
l,1693,91
l,1725,112
l,1732,150
l,1760,217
l,1611,250
l,1613,201
l,1581,217
l,1590,220
l,1569,236
l,1695,327
l,1732,297
l,1751,446
l,1772,472
l,1760,21
l,1779,54
l,1807,17
l,1844,54
l,1826,0
l,1842,7
l,1928,47
l,1511,271
l,1478,227
l,1499,222
l,1518,213
l,1534,208
l,1532,180
l,1520,164
l,1501,122
l,1440,147
l,1431,131
l,1466,180
l,1445,164
l,1447,185
l,1396,140
l,1401,161
l,1408,180
l,967,14
l,971,0
l,897,28
l,913,19
l,1069,66
l,1039,49
l,1041,61
l,1027,68
l,1018,124
l,1020,145
l,1023,166
l,1030,185
l,1027,201
l,1079,208
l,1058,241
l,1067,264
l,815,47
l,848,54
l,848,35
l,864,61
l,876,73
l,906,35
l,1840,913
l,1879,857
l,1884,827
l,1931,827
l,1945,808
l,1963,817
l,1788,901
l,1763,943
l,1746,948
l,1844,950
l,1891,990
l,1928,950
l,1935,939
l,1942,957
l,1954,920
l,1952,906
l,1774,481
l,1956,581
l,1954,537
l,1970,532
l,717,19
l,1027,315
l,1016,404
l,1002,434
l,976,395
l,1027,437
l,971,280
l,969,243
l,1011,227
l,971,161
l,983,145
l,948,129
l,941,103
l,939,87
l,932,61
l,1356,33
l,1380,14
l,1417,24
l,1377,115
l,1373,173
l,1345,189
l,1352,175
l,1347,126
l,1328,117
l,1305,161
l,1265,94
l,1256,91
l,1270,66
l,1277,40
l,1326,56
l,1861,1006
l,1863,990
l,1907,654
l,1900,630
l,1938,733
l,1931,717
l,1956,724
l,1814,768
l,1807,670
l,1837,595
l,1786,577
l,721,17
l,635,19
l,705,101
l,710,122
l,740,101
l,721,206
l,782,178
l,810,131
l,822,98
l,850,110
l,885,171
l,885,145
l,855,147
l,862,171
l,897,206
l,929,224
l,936,201
l,936,297
l,957,311
l,1027,320
l,1018,301
l,894,432
l,932,364
l,871,332
l,883,329
l,862,283
l,880,271
l,857,248
l,663,206
l,637,224
l,649,245
l,614,248
l,605,318
l,794,306
l,810,257
l,777,215
l,754,229
l,911,241
l,985,339
l,647,273
l,668,257
l,679,287
l,640,313
l,656,318
l,707,348
l,705,383
l,745,427
l,761,413
l,619,418
l,602,420
l,595,406
l,612,399
l,521,332
l,532,402
l,703,234
l,544,0
l,567,26
l,637,17
l,481,432
l,462,406
l,437,376
l,460,472
l,451,488
l,409,439
l,362,444
l,346,439
l,341,409
l,322,399
l,325,364
l,292,367
l,259,369
l,280,462
l,299,483
l,334,479
l,313,486
l,614,339
l,600,350
l,588,376
l,649,383
l,248,388
l,245,425
l,255,446
l,250,451
l,252,467
l,231,479
l,201,481
l,164,425
l,145,427
l,140,444
l,126,425
