V1,V2,V3
l,1114,1083
l,1138,1051
l,1182,975
l,1170,941
l,1148,939
l,1146,923
l,1156,878
l,1138,875
l,1128,882
l,1298,1048
l,1183,1046
l,1199,1014
l,1204,1002
l,1369,1005
l,1358,1023
l,1348,1032
l,1307,1083
l,1303,1098
l,1228,1117
l,1228,1102
l,1228,1156
l,1238,1148
l,1243,1199
l,1234,1231
l,1235,1206
l,1288,1216
l,1299,1197
l,1278,1148
l,1265,1120
l,1182,1172
l,1196,1173
l,1230,1246
l,1223,1259
l,1232,1299
l,1209,1304
l,1217,1321
l,1214,1340
l,1210,1353
l,1190,1358
l,1203,1367
l,1246,1363
l,1270,1371
l,1273,1357
l,1301,1337
l,1286,1316
l,1319,1353
l,1322,1362
l,1348,1337
l,1359,1350
l,1359,1376
l,1353,1369
l,1307,1280
l,1329,1292
l,1332,1276
l,1338,1262
l,1329,1231
l,1317,1258
l,1342,1249
l,1260,1238
l,1266,1218
l,1261,1169
l,1169,1086
l,1247,908
l,1234,954
l,1245,950
l,1227,961
l,1326,1016
l,1380,984
l,1365,992
l,1380,971
l,1377,1059
l,1366,1047
l,1337,1042
l,1359,1077
l,1334,1068
l,1327,1135
l,1327,1146
l,1340,1149
l,1324,1162
l,1353,1198
l,1354,1176
l,1389,1174
l,1396,1186
l,1421,1201
l,1410,1212
l,1441,1158
l,1454,1167
l,1473,1173
l,1453,1228
l,1426,1236
l,1445,1253
l,1425,1280
l,1450,1272
l,1433,1297
l,1359,1274
l,1382,1265
l,1356,1313
l,1385,1345
l,1396,1377
l,1382,1360
l,1470,1337
l,1470,1320
l,1566,1210
l,1487,1267
l,1436,1036
l,1390,1069
l,1409,1076
l,1416,998
l,1385,1004
l,1461,1019
l,1503,1057
l,1513,1057
l,1460,1094
l,1492,1129
l,1562,974
l,1500,974
l,1613,977
l,1602,1030
l,1341,876
l,1337,865
l,1317,914
l,1324,933
l,1290,921
l,1356,941
l,1326,961
l,1401,909
l,1421,859
l,1440,864
l,1432,897
l,1451,941
l,1441,929
l,1248,1097
l,1054,1273
l,1137,1194
t,1258,1318
t,1272,1299
t,1279,1304
t,1122,1304
t,1248,1070
t,1243,1028
t,1260,1025
t,1270,999
t,1275,964
t,1503,1116
t,1473,1111
t,1456,1257
t,1406,899
t,1322,901
t,1077,1329
t,964,1300
t,934,1113
t,1033,1102
t,992,1201
t,968,1026
t,993,1043
t,975,922
t,936,897
t,983,879
t,918,1135
t,918,1247
t,947,1254
t,925,1316
t,924,1364
t,975,1250
t,1532,1293
t,1562,1091
t,1546,1129
t,1617,1030
