V1,V2,V3
t,1879,1902
t,1820,1864
t,1847,1838
t,1840,1753
t,1815,1758
t,1821,1770
t,1750,1713
t,1807,1663
t,1776,1726
t,1751,1689
t,1636,1709
t,1592,1670
t,1562,1662
t,1649,1625
t,1639,1546
t,1523,1658
t,1830,1601
t,1930,1566
t,1775,1619
t,1604,1884
t,1572,1941
t,1515,1697
t,1580,1525
t,1625,1580
t,1642,1605
t,1695,1672
t,1864,1686
t,1802,1908
t,1497,1860
t,1985,1749
t,1890,1971
t,1942,1965
t,1963,1948
t,1981,1936
t,1832,1696
t,1733,1881
t,1732,1740
t,1737,1636
t,1805,1602
t,1857,1570
t,1883,1583
t,1993,1530
t,1720,1719
t,1987,1983
t,1451,1664
t,1521,1620
t,1534,1594
t,1446,1608
t,1483,1715
t,1481,1769
t,1465,1796
t,1489,1790
t,1517,1752
t,1539,1716
t,1541,1690
t,1414,1533
t,1570,1820
t,1598,1846
t,1622,1831
t,1629,1965
t,1652,1923
t,1645,1943
t,1530,1856
t,1487,1816
t,1422,1892
t,1406,1960
t,1695,1915
t,1666,1859
