active,index,type,x1,y1,x2,y2,color,1,datetime,xf,yf,class_label
1,94,6,0.47093300340691996,0.2667246051398946,0.47093300340691996,0.2667246051398946,00ff00,1,19/6/2020/23:30:11                                                                                                                                                                                                                                                                                                            ,19289.41581954744,10925.039826530083,t
1,95,6,0.46977888408873814,0.265801308195233,0.46977888408873814,0.265801308195233,00ff00,1,19/6/2020/23:30:13                                                                                                                                                                                                                                                                                                            ,19242.143092274713,10887.221583676745,t
1,96,6,0.4657305884309951,0.26537517223799195,0.4657305884309951,0.26537517223799195,00ff00,1,19/6/2020/23:30:17                                                                                                                                                                                                                                                                                                            ,19076.324902133558,10869.76705486815,t
1,97,6,0.46413257706735866,0.26782545619343595,0.46413257706735866,0.26782545619343595,00ff00,1,19/6/2020/23:30:22                                                                                                                                                                                                                                                                                                            ,19010.87035667901,10970.130685683136,t
1,98,6,0.46407931015736925,0.27004491642070866,0.46407931015736925,0.27004491642070866,00ff00,1,19/6/2020/23:30:24                                                                                                                                                                                                                                                                                                            ,19008.688544045843,11061.039776592226,t
1,99,6,0.4688555884987276,0.2699738934225057,0.4688555884987276,0.2699738934225057,00ff00,1,19/6/2020/23:30:28                                                                                                                                                                                                                                                                                                            ,19204.324904907884,11058.130674585835,t
1,100,6,0.4693349920432836,0.2700981840080236,0.4693349920432836,0.2700981840080236,00ff00,1,19/6/2020/23:30:31                                                                                                                                                                                                                                                                                                            ,19223.961274092897,11063.221616968647,t
1,101,6,0.4755849921787487,0.26778994537166,0.4755849921787487,0.26778994537166,00ff00,1,19/6/2020/23:30:36                                                                                                                                                                                                                                                                                                            ,19479.961279641546,10968.676162423195,t
1,102,6,0.4753896799496789,0.26663582673080366,0.4753896799496789,0.26663582673080366,00ff00,1,19/6/2020/23:30:37                                                                                                                                                                                                                                                                                                            ,19471.961290738847,10921.403462893719,t
1,103,6,0.47222916804418213,0.26230343874158607,0.47222916804418213,0.26230343874158607,00ff00,1,19/6/2020/23:30:46                                                                                                                                                                                                                                                                                                            ,19342.5067230897,10743.948850855366,t
1,104,6,0.476295219451476,0.26413227451071924,0.476295219451476,0.26413227451071924,00ff00,1,19/6/2020/23:30:49                                                                                                                                                                                                                                                                                                            ,19509.052188732458,10818.85796395906,t
1,161,6,0.4636531742001282,0.26500230319074025,0.4636531742001282,0.26500230319074025,00ff00,1,19/6/2020/23:35:47                                                                                                                                                                                                                                                                                                            ,18991.23401523725,10854.49433869272,t
1,162,6,0.4675771796110162,0.26351082496975725,0.4675771796110162,0.26351082496975725,00ff00,1,19/6/2020/23:35:51                                                                                                                                                                                                                                                                                                            ,19151.961276867223,10793.403390761257,t
1,163,6,0.4666183725219042,0.26301366601431325,0.4666183725219042,0.26301366601431325,00ff00,1,19/6/2020/23:35:53                                                                                                                                                                                                                                                                                                            ,19112.688538497197,10773.03975994627,t
