V1,V2,V3
t,848,1514
t,825,1561
t,852,1564
t,837,1495
t,767,1476
t,903,1483
t,884,1623
t,987,1433
t,1133,1453
t,1097,1421
t,1112,1423
t,855,1342
t,861,1369
t,929,1230
t,941,1223
t,907,1216
t,919,1216
t,1000,1233
t,884,1300
t,860,1664
t,1056,1601
t,1018,1559
t,1135,1574
t,1065,1575
l,807,1444
l,815,1467
l,842,1461
l,867,1471
l,695,1495
l,841,1529
l,925,1177
l,934,1189
l,1031,1176
l,1036,1249
l,1054,1311
l,887,1555
l,897,1566
l,916,1553
l,919,1535
l,933,1538
l,959,1559
l,927,1589
l,1039,1583
l,1075,1585
l,1086,1604
l,1095,1594
l,727,1512
l,747,1546
l,668,1551
l,710,1583
l,715,1601
l,589,1496
l,601,1433
l,588,1298
l,606,1331
l,593,1345
l,599,1561
l,814,1324
l,796,1327
l,776,1296
l,804,1198
l,759,1252
l,752,1276
t,846,1444
t,738,1321
t,701,1283
t,791,1280
t,830,1284
l,1321,1705
l,1245,1612
l,1240,1627
l,1280,1633
l,1290,1593
l,1272,1644
l,1403,1619
l,1313,1507
l,1295,1499
l,1353,1477
l,1293,1419
l,1235,1390
l,1218,1382
l,1131,1389
l,1167,1382
l,1066,1371
l,1050,1385
l,1024,1366
l,905,1629
l,1011,1718
l,825,1594
l,703,1337
l,1133,1262
l,1179,1233
l,756,1716
t,1099,1667
t,1099,1651
t,1115,1661
t,1114,1734
t,1091,1761
t,1209,1713
t,1240,1659
t,1164,1483
t,1128,1483
t,1116,1474
t,1087,1458
t,1083,1478
t,1040,1438
t,1027,1440
t,954,1466
t,896,1460
t,913,1411
t,925,1342
t,1139,1435
t,1229,1422
t,1205,1443
t,1192,1432
t,1215,1450
t,1093,1301
t,1079,1280
t,1071,1263
t,1077,1252
t,936,1286
t,979,1260
t,950,1254
t,925,1307
t,963,1422
t,884,1523
t,925,1511
t,717,1287
t,733,1275
t,763,1462
t,705,1515
t,821,1630
