V1,V2,V3
l,355,1818
l,379,1826
l,371,1837
l,452,1853
l,437,1877
l,586,1711
l,615,1659
l,606,1665
l,713,1671
l,710,1690
l,725,1698
l,746,1725
l,766,1712
l,750,1819
l,531,1895
l,549,1897
l,574,1589
l,637,1566
l,629,1551
l,641,1541
l,669,1504
l,736,1518
l,364,1715
l,419,1527
l,686,1804
l,224,1698
l,246,1677
l,116,1708
l,119,1723
l,699,1585
l,718,1565
l,137,1455
t,417,1812
t,363,1759
t,321,1756
t,158,1751
t,157,1820
t,310,1786
t,316,1773
t,549,1766
t,697,1771
t,766,1573
t,454,1562
t,489,1479
t,132,1536
t,115,1540
t,133,1495
t,70,1528
l,1422,1348
l,1328,1230
l,1370,1222
l,1403,1195
l,1430,1224
l,1241,1271
l,1198,1304
l,1397,1246
l,1374,1282
l,1342,1136
l,1321,1287
l,1227,1197
l,1252,1104
l,1243,1115
l,1277,1134
l,1259,974
l,1295,899
l,1294,861
l,1168,887
l,1118,974
l,898,1060
l,920,1112
l,930,1266
l,963,1297
l,902,1303
l,1467,1318
l,1491,1315
l,1556,1229
l,1529,969
l,1363,1078
l,1396,967
l,1311,1379
l,1305,1370
l,1283,1335
l,1155,1346
l,1063,1372
l,1095,1383
l,983,1366
l,949,1343
l,867,1079
t,1526,1282
t,1388,1293
l,1159,1233
l,1107,1271
t,1500,1332
t,1434,1326
t,1497,1130
t,1532,1050
t,1297,1032
t,1314,1343
t,1345,863
t,1467,1025
t,1502,1063
t,916,1175
t,886,1144
t,868,1113
f,1047,679
f,1029,623
f,1085,621
f,1011,241
