V1,V2,V3
t,533,1420
t,577,1402
t,698,1374
t,756,1307
t,746,1356
t,722,1370
t,569,1538
t,638,1625
t,599,1671
t,620,1658
t,457,1749
t,404,1663
t,373,1694
t,380,1669
t,399,1583
t,388,1602
t,365,1581
t,550,1354
t,536,1367
t,371,1295
t,300,1322
t,307,1317
t,669,1344
t,686,1321
t,710,1320
t,355,1282
t,386,1536
t,416,1227
t,452,1191
t,467,1184
t,415,1516
t,505,1502
t,601,1458
t,614,1445
t,555,1447
t,526,1470
t,542,1475
t,614,1486
t,649,1387
t,641,1373
t,197,1491
t,201,1435
t,187,1510
t,196,1514
t,323,1335
t,329,1357
t,198,1298
t,179,1306
t,149,1313
t,131,1325
t,119,1360
t,59,1376
t,37,1424
t,377,1277
t,403,1241
t,176,1523
t,156,1596
t,361,1604
t,165,1299
t,494,1586
t,487,1522
t,593,1491
t,503,1667
t,478,1624
t,499,1612
t,630,1601
t,529,1648
t,426,1703
t,449,1623
t,461,1597
t,458,1570
t,479,1562
t,467,1544
t,482,1668
t,499,1537
t,510,1511
t,526,1518
t,530,1482
t,576,1511
t,587,1505
t,508,1577
t,386,1628
t,388,1649
t,422,1717
t,463,1700
t,467,1685
t,492,1693
t,506,1683
t,530,1673
t,526,1690
t,622,1627
t,670,1500
t,687,1493
t,712,1487
t,720,1507
t,743,1513
t,726,1523
t,699,1535
t,681,1514
t,428,1743
t,439,1732
t,431,1775
t,449,1769
t,419,1797
t,427,1808
t,443,1796
t,429,1824
t,722,1585
t,694,1574
t,684,1540
t,563,1555
t,766,1505
t,751,1484
t,741,1476
t,728,1459
t,730,1448
t,705,1431
t,708,1392
t,726,1386
t,754,1381
t,714,1360
t,728,1335
t,650,1357
t,774,1638
t,785,1615
t,787,1595
t,799,1594
t,803,1607
t,810,1629
t,793,1643
t,814,1655
t,775,1549
t,749,1545
t,743,1612
t,706,1602
t,811,1429
t,808,1452
t,831,1464
t,831,1438
t,826,1413
t,829,1381
t,852,1363
t,860,1349
t,846,1404
t,850,1384
t,863,1419
t,871,1401
t,889,1388
t,880,1371
t,903,1373
t,918,1363
t,908,1398
t,924,1392
t,897,1413
t,878,1428
t,874,1459
t,863,1474
t,871,1488
t,880,1505
t,891,1488
t,816,1555
t,828,1543
t,862,1538
t,869,1521
t,848,1557
t,883,1545
t,879,1566
t,873,1579
t,832,1597
t,852,1609
t,869,1598
t,840,1580
t,765,1666
t,769,1686
t,637,1672
t,623,1698
t,517,1758
t,507,1772
t,497,1790
t,503,1807
t,525,1786
t,545,1801
t,496,1831
t,512,1840
t,528,1857
t,501,1882
t,473,1863
t,492,1900
t,486,1871
t,528,1904
t,536,1915
t,509,1946
t,530,1955
t,541,1938
t,523,1981
t,552,1979
t,591,1824
t,612,1828
t,591,1842
t,625,1863
t,610,1875
t,600,1855
t,628,1848
t,615,1893
t,626,1909
t,617,1935
t,631,1949
t,634,1971
t,600,1964
t,602,1949
t,613,1999
t,648,1995
t,655,1981
t,411,1898
t,401,1873
t,395,1861
t,377,1885
t,382,1911
t,353,1816
t,321,1831
t,376,1805
t,360,1789
t,364,1771
t,414,1935
t,463,1940
t,459,1965
t,442,1981
t,350,1970
t,359,1982
t,936,1548
t,953,1540
t,949,1522
t,850,1671
t,839,1678
t,826,1695
t,814,1707
t,821,1722
t,854,1761
t,872,1786
t,875,1801
t,856,1791
t,849,1812
t,740,1847
t,729,1835
t,750,1832
t,762,1821
t,705,1808
t,681,1819
t,830,1838
t,879,1855
t,859,1830
t,894,1816
t,924,1835
t,938,1852
t,944,1878
t,884,1877
t,888,1889
t,958,1900
t,858,1926
t,833,1898
t,872,1955
t,893,1728
t,904,1691
t,917,1705
t,907,1757
t,913,1764
t,930,1730
t,935,1752
t,938,1768
t,950,1795
t,944,1781
t,1005,1496
t,1042,1528
t,1020,1496
t,1067,1546
t,934,1655
t,951,1671
t,960,1685
t,941,1705
t,973,1709
t,998,1631
t,989,1610
t,980,1594
t,996,1588
t,1007,1606
t,856,1250
t,840,1273
t,849,1284
t,872,1285
t,881,1254
t,893,1273
t,905,1263
t,962,1326
t,985,1372
t,1001,1379
t,972,1297
t,1020,1342
t,1019,1306
t,1029,1296
t,1037,1314
t,1050,1340
t,1052,1372
t,1041,1381
t,1049,1399
t,1067,1388
t,1117,1374
t,1087,1349
t,1100,1339
t,1146,1340
t,1158,1354
t,1134,1375
t,1162,1385
t,1189,1357
t,1215,1359
t,1198,1377
t,1087,1417
t,1059,1420
t,1122,1406
t,1092,1466
t,1113,1452
t,1139,1438
t,1147,1460
t,1115,1491
t,1030,1586
t,1047,1604
t,1059,1610
t,1111,1523
t,1181,1468
t,1169,1511
t,1187,1485
t,1192,1513
t,1150,1709
t,1164,1701
t,1167,1726
t,1187,1735
t,1168,1751
t,1151,1768
t,1168,1781
t,1187,1787
t,1206,1791
t,1229,1789
t,1128,1777
t,1120,1789
t,1124,1808
t,1230,1666
t,1219,1640
t,1190,1632
t,1216,1609
t,1226,1592
t,1240,1409
t,1264,1402
t,1282,1435
t,1288,1461
t,1266,1461
t,1300,1497
t,1286,1483
t,1267,1489
t,1030,1112
t,1039,1087
t,1049,1056
t,1079,1036
t,1110,1039
t,1119,1024
t,1126,1012
t,1142,1012
t,1167,1013
t,1066,1103
t,1085,1109
t,1097,1137
t,1071,1156
t,1114,1109
t,1128,1087
t,1229,1026
t,1273,1028
t,1300,1046
t,1177,1080
t,1195,1080
t,1132,1120
t,1142,1101
t,1169,1124
t,1202,1133
t,1203,1110
t,1231,1095
t,1214,1087
t,1225,1143
t,1166,1155
t,1136,1148
t,1126,1199
t,1110,1198
t,1114,1232
t,1125,1266
t,1094,1241
t,1173,1201
t,1160,1213
t,1185,1179
t,1191,1217
t,1178,1239
t,1169,1249
t,1149,1250
t,1150,1263
t,1139,1279
t,1157,1280
t,1189,1278
t,1172,1291
t,1202,1282
t,1228,1289
t,1256,1290
t,1239,1259
t,1279,1273
t,1297,1259
t,1288,1245
t,1275,1247
t,1262,1239
t,1310,1193
t,1280,1183
t,1331,1161
t,1311,1175
t,1342,1192
t,1350,1182
t,1356,1166
t,1188,992
t,1259,995
t,1291,994
t,1315,999
t,1306,1006
t,1320,1074
t,1337,1061
t,1343,1079
t,1340,1024
t,1354,1044
t,1379,1082
t,1365,1064
t,1329,1410
t,1345,1374
t,1360,1384
t,1341,1332
t,1352,1320
t,1349,1296
t,1366,1298
t,1404,1298
t,1378,1325
t,1402,1281
t,1315,1216
t,1421,1058
t,1432,1070
t,1454,1076
t,1469,1059
t,1482,1077
t,1492,1070
t,1465,1040
t,1477,1018
t,1493,1018
t,1489,1001
t,1477,988
t,1507,996
t,1521,982
t,1530,973
t,1526,1019
t,1511,1025
t,1509,1010
t,1517,1075
t,1510,1054
t,1522,1041
t,1546,1041
t,1546,1074
t,1562,1059
t,1585,1046
t,1549,972
t,1584,1018
t,1600,1014
t,1629,1005
t,1649,994
t,1589,1081
t,1612,1077
t,1647,1070
t,1666,1074
t,1695,1034
t,1705,1018
t,1682,1012
t,1585,982
t,1663,1005
t,1468,1317
t,1486,1295
t,1490,1283
t,1507,1264
t,1493,1247
t,1522,1277
t,1541,1279
t,1555,1290
t,1571,1306
t,1596,1354
t,1574,1352
t,1538,1333
t,1527,1297
t,1561,1330
t,1600,1375
t,1435,1388
t,1430,1405
t,1417,1422
t,1436,1430
t,1445,1409
t,1456,1426
t,1467,1408
t,1485,1407
t,1476,1422
t,1509,1404
t,1531,1201
t,1534,1191
t,1555,1192
t,1591,1187
t,1630,1163
t,1628,1186
t,1617,1204
t,1616,1226
t,1597,1239
t,1576,1242
t,1551,1222
t,1635,1208
t,1660,1190
t,1676,1180
t,1687,1163
t,1692,1201
t,1705,1182
t,1715,1168
t,1737,1168
t,1753,1150
t,1768,1144
t,1698,1251
t,1676,1237
t,1689,1219
t,1720,1205
t,1722,1228
t,1748,1245
t,1768,1251
t,1778,1243
t,1790,1242
t,1790,1256
t,1814,1238
t,1800,1224
t,1818,1228
t,1812,1208
t,1834,1211
t,1790,1144
t,1801,1124
t,1819,1176
t,1839,1182
t,1848,1170
t,1843,1152
t,1823,1156
t,1462,1859
t,1482,1848
t,1496,1855
t,1529,1866
t,1516,1879
t,1494,1881
t,1477,1883
t,1447,1900
