active,index,type,x1,y1,x2,y2,color,1,datetime,xf,yf,class_label
1,51,6,0.49912331318200537,0.43578731683506206,0.49912331318200537,0.43578731683506206,00ff00,1,18/6/2020/21:39:53                                                                                                                                                                                                                                                                                                            ,24532.909089521927,21419.81819707697,t
1,52,6,0.5000110972729145,0.43541740679718327,0.5000110972729145,0.43541740679718327,00ff00,1,18/6/2020/21:39:57                                                                                                                                                                                                                                                                                                            ,24576.545453158295,21401.636378895153,t
1,53,6,0.5024820970032703,0.43485514308805717,0.5024820970032703,0.43485514308805717,00ff00,1,18/6/2020/21:40:0                                                                                                                                                                                                                                                                                                            ,24698.00003190474,21373.999993064186,t
1,54,6,0.5036658091244824,0.4334938748824325,0.5036658091244824,0.4334938748824325,00ff00,1,18/6/2020/21:40:4                                                                                                                                                                                                                                                                                                            ,24756.181850086563,21307.09093822132,t
1,55,6,0.5034586592774951,0.43448523333239736,0.5034586592774951,0.43448523333239736,00ff00,1,18/6/2020/21:40:8                                                                                                                                                                                                                                                                                                            ,24746.00002080744,21355.818188753994,t
1,56,6,0.5029703775759448,0.4347811610804814,0.5029703775759448,0.4347811610804814,00ff00,1,18/6/2020/21:40:11                                                                                                                                                                                                                                                                                                            ,24721.99999861284,21370.363629427822,t
1,57,6,0.499848337082023,0.43818433342896623,0.499848337082023,0.43818433342896623,00ff00,1,18/6/2020/21:40:21                                                                                                                                                                                                                                                                                                            ,24568.545464255592,21537.636356700546,t
1,58,6,0.5012539952259624,0.43995990217522235,0.5012539952259624,0.43995990217522235,00ff00,1,18/6/2020/21:40:23                                                                                                                                                                                                                                                                                                            ,24637.636373346504,21624.90911171653,t
1,59,6,0.5004697860585469,0.44090687209796725,0.5004697860585469,0.44090687209796725,00ff00,1,18/6/2020/21:40:30                                                                                                                                                                                                                                                                                                            ,24599.090924349694,21671.454577359287,t
1,60,6,0.5008988813638235,0.44064053641914414,0.5008988813638235,0.44064053641914414,00ff00,1,18/6/2020/21:40:31                                                                                                                                                                                                                                                                                                            ,24620.181816794655,21658.363646073773,t
1,61,6,0.4975696910229145,0.4424752904327981,0.4975696910229145,0.4424752904327981,00ff00,1,18/6/2020/21:40:37                                                                                                                                                                                                                                                                                                            ,24456.545453158295,21748.54547535289,t
1,62,6,0.4965043502831549,0.44074411077819986,0.4965043502831549,0.44074411077819986,00ff00,1,18/6/2020/21:40:41                                                                                                                                                                                                                                                                                                            ,24404.18182511763,21663.454532970078,t
1,63,6,0.49586810484867205,0.44136556031916174,0.49586810484867205,0.44136556031916174,00ff00,1,18/6/2020/21:40:43                                                                                                                                                                                                                                                                                                            ,24372.909089521927,21694.000020807438,t
1,64,6,0.49601606886382354,0.44086248244187143,0.49601606886382354,0.44086248244187143,00ff00,1,18/6/2020/21:40:49                                                                                                                                                                                                                                                                                                            ,24380.181816794655,21669.272736982864,t
1,65,6,0.49640077535966126,0.4391017104357932,0.49640077535966126,0.4391017104357932,00ff00,1,18/6/2020/21:40:52                                                                                                                                                                                                                                                                                                            ,24399.09091047807,21582.727271340107,t
1,66,6,0.496178829336934,0.439486416649412,0.496178829336934,0.439486416649412,00ff00,1,18/6/2020/21:40:54                                                                                                                                                                                                                                                                                                            ,24388.18181956898,21601.6363511519,t
1,67,6,0.4957053443755616,0.4390573224730112,0.4957053443755616,0.4390573224730112,00ff00,1,18/6/2020/21:40:56                                                                                                                                                                                                                                                                                                            ,24364.909086747604,21580.545514193447,t
1,68,6,0.4994784270441442,0.4344408439585205,0.4994784270441442,0.4344408439585205,00ff00,1,18/6/2020/21:41:4                                                                                                                                                                                                                                                                                                            ,24550.363646073776,21353.6363622492,t
1,69,6,0.49918249901384115,0.4347071790729056,0.49918249901384115,0.4347071790729056,00ff00,1,18/6/2020/21:41:6                                                                                                                                                                                                                                                                                                            ,24535.81819152832,21366.72726579146,t
1,70,6,0.49582371575701417,0.4332571318373084,0.49582371575701417,0.4332571318373084,00ff00,1,18/6/2020/21:41:12                                                                                                                                                                                                                                                                                                            ,24370.72727688876,21295.454544067383,t
1,71,6,0.49438846469715686,0.4338045988062566,0.49438846469715686,0.4338045988062566,00ff00,1,18/6/2020/21:41:17                                                                                                                                                                                                                                                                                                            ,24300.181816794655,21322.363640525124,t
1,72,6,0.4945216322543495,0.433686227424804,0.4945216322543495,0.433686227424804,00ff00,1,18/6/2020/21:41:21                                                                                                                                                                                                                                                                                                            ,24306.727268565784,21316.545450383965,t
1,73,6,0.5018902409426642,0.43424849085171113,0.5018902409426642,0.43424849085171113,00ff00,1,18/6/2020/21:41:25                                                                                                                                                                                                                                                                                                            ,24668.90912281383,21344.181822343307,t
1,74,6,0.5022305575001872,0.4337750058903387,0.5022305575001872,0.4337750058903387,00ff00,1,18/6/2020/21:41:27                                                                                                                                                                                                                                                                                                            ,24685.6363622492,21320.909089521927,t
1,75,6,0.5027188392017375,0.43376020943237975,0.5027188392017375,0.43376020943237975,00ff00,1,18/6/2020/21:41:29                                                                                                                                                                                                                                                                                                            ,24709.636384443802,21320.18181402033,t
1,86,6,0.4955129912687522,0.4329760002649643,0.4955129912687522,0.4329760002649643,00ff00,1,18/6/2020/21:43:2                                                                                                                                                                                                                                                                                                            ,24355.45454684171,21281.636365023525,t
1,87,6,0.49613444024527614,0.4381547410774863,0.49613444024527614,0.4381547410774863,00ff00,1,18/6/2020/21:43:11                                                                                                                                                                                                                                                                                                            ,24386.000006935814,21536.181833440605,t
1,89,6,0.5768784025796893,0.4845858489191439,0.5768784025796893,0.4845858489191439,0000ff,1,18/6/2020/21:44:19                                                                                                                                                                                                                                                                                                            ,28354.727243596884,23818.36364607376,l
1,90,6,0.5773814804569796,0.4847486091100354,0.5773814804569796,0.4847486091100354,0000ff,1,18/6/2020/21:44:24                                                                                                                                                                                                                                                                                                            ,28379.45452742146,23826.36363497646,l
1,91,6,0.577218720266088,0.4849557589570227,0.577218720266088,0.4849557589570227,0000ff,1,18/6/2020/21:44:29                                                                                                                                                                                                                                                                                                            ,28371.45453851876,23836.545464255578,l
1,92,6,0.5788611206084947,0.4852960755145457,0.5788611206084947,0.4852960755145457,0000ff,1,18/6/2020/21:44:31                                                                                                                                                                                                                                                                                                            ,28452.181800148734,23853.27270369095,l
1,93,6,0.5785503964024516,0.48578435721609603,0.5785503964024516,0.48578435721609603,0000ff,1,18/6/2020/21:44:34                                                                                                                                                                                                                                                                                                            ,28436.909083973303,23877.272725885552,l
1,94,6,0.5815836581486198,0.48241077721909115,0.5815836581486198,0.48241077721909115,0000ff,1,18/6/2020/21:44:37                                                                                                                                                                                                                                                                                                            ,28585.99996532096,23711.45452187277,l
1,95,6,0.5821755142092259,0.4813454361971127,0.5821755142092259,0.4813454361971127,0000ff,1,18/6/2020/21:44:39                                                                                                                                                                                                                                                                                                            ,28615.09087441187,23659.09087996048,l
1,96,6,0.5819831616668544,0.4814638078607842,0.5819831616668544,0.4814638078607842,0000ff,1,18/6/2020/21:44:40                                                                                                                                                                                                                                                                                                            ,28605.636362249228,23664.909083973263,l
1,97,6,0.5841730284137713,0.4815821789600178,0.5841730284137713,0.4815821789600178,0000ff,1,18/6/2020/21:44:43                                                                                                                                                                                                                                                                                                            ,28713.272692593688,23670.727260242795,l
1,98,6,0.5841138437108114,0.4819816819138145,0.5841138437108114,0.4819816819138145,0000ff,1,18/6/2020/21:44:46                                                                                                                                                                                                                                                                                                            ,28710.363646073805,23690.36362942781,l
1,99,6,0.5844097717411144,0.482129645928966,0.5844097717411144,0.482129645928966,0000ff,1,18/6/2020/21:44:48                                                                                                                                                                                                                                                                                                            ,28724.909100619254,23697.63635670054,l
1,100,6,0.5848388664819532,0.4826771128979142,0.5848388664819532,0.4826771128979142,0000ff,1,18/6/2020/21:44:51                                                                                                                                                                                                                                                                                                            ,28745.99996532096,23724.54545315828,l
