V1,V2,V3
t,1426,608
t,1433,596
t,1404,765
t,1407,756
t,1494,544
t,1446,440
t,1437,412
t,1585,441
t,1559,434
t,1443,495
t,1375,323
l,1821,596
l,1863,487
l,1772,513
l,1633,465
l,1700,409
l,1682,363
l,1575,559
l,1478,617
l,1364,649
l,1281,703
l,1249,609
l,1251,637
l,1287,579
l,1267,472
l,1492,309
l,1740,415
l,1225,685
l,1196,633
l,1325,358
t,1637,1416
t,1622,1448
t,1639,1387
t,1486,1379
t,1471,1375
t,1542,1425
t,1550,1557
t,1625,1553
t,1638,1565
t,1503,1421
t,1384,1409
t,1640,1299
t,1744,1360
t,1728,1362
t,1714,1272
t,1614,1245
t,1267,1439
t,1337,1600
t,1329,1633
t,1313,1619
t,1279,1182
l,1655,1275
l,1711,1160
l,1579,1275
l,1587,1437
l,1836,1476
l,1501,1160
l,1435,1393
l,1334,1402
l,1219,1541
l,1205,1296
l,1194,1271
l,1221,1619
l,1269,1603
l,1736,1600
l,1377,1168
l,1385,1468
l,1225,1574
