V1,V2,V3
l,1622,1980
l,1578,1828
l,1600,1794
l,1993,1862
l,1941,1714
l,1732,1605
l,1507,1659
l,1452,1637
l,1889,1986
t,1913,1979
t,1882,1958
t,1854,1967
t,1763,1945
t,1726,1970
t,1686,1985
t,1724,1932
t,1584,1947
t,1510,1936
t,1486,1938
t,1641,1875
t,1605,1865
t,1715,1811
t,1726,1858
t,1742,1855
t,1781,1909
t,1505,1969
t,1443,1975
t,1914,1954
t,1686,1903
t,1661,1908
t,1637,1892
t,1684,1861
t,1705,1863
t,1760,1831
t,1783,1828
t,1708,1738
t,1653,1749
t,1615,1743
t,1558,1945
l,1575,1799
l,1470,1780
