V1,V2,V3
l,1645,855
l,1635,787
l,1635,655
t,1950,1057
t,1929,1036
t,1891,1019
t,1873,948
t,1913,968
t,1947,908
t,1948,945
t,1625,928
t,1606,961
t,1576,719
t,1603,666
t,1582,643
t,1918,734
t,1794,687
t,1766,689
t,1976,799
t,1997,895
t,1831,913
t,1761,900
t,1721,903
t,1728,980
t,1754,1025
t,1783,1048
t,1987,1025
t,1856,721
t,1593,756
t,1547,773
t,1553,737
t,1913,775
t,1876,816
t,1850,823
t,1857,774
t,1875,738
t,1753,831
t,1727,817
t,1702,813
t,1697,852
t,1650,897
t,1661,910
t,1686,911
t,1710,933
t,1737,948
t,1761,960
t,1836,959
t,1846,1063
t,1995,680
t,1858,630
t,1899,711
t,1864,1017
t,1963,1121
t,1815,1104
t,1681,962
t,1601,857
t,1630,849
t,1601,835
t,1601,792
t,1614,734
t,1562,691
t,1563,668
t,1539,710
t,1622,709
t,1641,728
t,1627,766
t,1709,676
t,1793,638
t,1726,734
t,1807,711
t,1795,620
