active,index,type,x1,y1,x2,y2,color,1,datetime,xf,yf,class_label
1,1,6,0.6557243938730217,0.31590509327105537,0.6557243938730217,0.31590509327105537,0000ff,1,20/6/2020/12:25:39                                                                                                                                                                                                                                                                                                            ,45659.40099416625,21997.10345465013,l
1,2,6,0.6553901695928327,0.3160408723331123,0.6553901695928327,0.3160408723331123,0000ff,1,20/6/2020/12:25:42                                                                                                                                                                                                                                                                                                            ,45636.12828908813,22006.558022299276,l
1,3,6,0.6534788227473843,0.31481886316516056,0.6534788227473843,0.31481886316516056,0000ff,1,20/6/2020/12:25:44                                                                                                                                                                                                                                                                                                            ,45503.03738554587,21921.46707991646,l
1,4,6,0.6520897014393381,0.3140773024956543,0.6520897014393381,0.3140773024956543,0000ff,1,20/6/2020/12:25:46                                                                                                                                                                                                                                                                                                            ,45406.31009062399,21869.8307273774,l
1,5,6,0.6527372616794513,0.3139833016678344,0.6527372616794513,0.3139833016678344,0000ff,1,20/6/2020/12:25:48                                                                                                                                                                                                                                                                                                            ,45451.40100526356,21863.285261734643,l
1,6,6,0.6525597047815841,0.31489197527428875,0.6525597047815841,0.31489197527428875,0000ff,1,20/6/2020/12:25:50                                                                                                                                                                                                                                                                                                            ,45439.037363351265,21926.558022299276,l
1,7,6,0.6550246114377525,0.317043545970533,0.6550246114377525,0.317043545970533,0000ff,1,20/6/2020/12:25:54                                                                                                                                                                                                                                                                                                            ,45610.67374363358,22076.376193020154,l
1,8,6,0.6562152867308131,0.3166257652218699,0.6562152867308131,0.3166257652218699,0000ff,1,20/6/2020/12:25:57                                                                                                                                                                                                                                                                                                            ,45693.582845639976,22047.285283929246,l
1,9,6,0.657667074991788,0.31581109244323546,0.657667074991788,0.31581109244323546,0000ff,1,20/6/2020/12:26:2                                                                                                                                                                                                                                                                                                            ,45794.673765828185,21990.55798900737,l
1,10,6,0.6567375126666419,0.31516353260154906,0.6567375126666419,0.31516353260154906,0000ff,1,20/6/2020/12:26:4                                                                                                                                                                                                                                                                                                            ,45729.94648200361,21945.467102111063,l
1,11,6,0.6562988424024335,0.3140877468550001,0.6562988424024335,0.3140877468550001,0000ff,1,20/6/2020/12:26:7                                                                                                                                                                                                                                                                                                            ,45699.40099416625,21870.557989007368,l
1,13,6,0.6529252629366643,0.31455775019724613,0.6529252629366643,0.31455775019724613,0000ff,1,20/6/2020/12:26:14                                                                                                                                                                                                                                                                                                            ,45464.49190880581,21903.285261734643,l
