V1,V2,V3
t,1923,1920
t,1992,1911
t,1966,1903
l,1901,1927
l,1916,1946
f,1894,723
f,1917,712
f,1830,819
f,1779,862
f,1795,814
f,1831,771
f,1627,929
f,1974,763
f,1955,706
l,1931,933
l,1986,964
l,1867,1009
l,1877,954
l,1757,1031
l,1733,1039
l,1793,1024
l,1699,930
l,1549,999
l,1662,799
l,1535,862
l,1551,967
l,1597,870
l,1579,838
l,1572,819
l,1623,783
l,1693,725
l,1692,740
l,1748,726
l,1769,779
l,1783,691
l,1662,730
l,1648,734
l,1611,734
l,1558,734
l,1531,793
l,1593,771
l,1451,793
l,1444,785
l,1500,723
l,1497,726
l,1630,700
l,1609,635
l,1587,619
l,1586,603
l,1619,583
l,1547,611
l,1750,589
l,1683,630
l,1705,603
l,1806,524
l,1862,526
l,1487,684
l,1426,767
l,1422,800
l,1411,809
l,1423,858
l,1425,889
l,1480,918
l,1446,950
l,1518,914
l,1395,937
l,1366,991
l,1562,553
f,1991,536
