V1,V2,V3
l,1717,1549
l,1735,1505
l,1728,1480
l,1791,1588
l,1810,1526
l,1834,1588
l,1883,1599
l,1876,1609
l,1959,1579
l,1954,1564
l,1994,1542
l,1955,1473
l,1838,1485
l,1815,1475
l,1775,1504
l,1796,1512
l,1763,1427
l,1958,1264
l,1821,1379
l,1799,1405
l,1735,1403
l,1676,1253
l,1687,1271
l,1708,1282
l,1730,1274
l,1626,1341
l,1527,1361
l,1873,1505
l,1910,1470
l,1862,1447
l,1804,1385
l,1770,1350
l,1705,1326
l,1756,1336
l,1751,1182
l,1777,1118
l,1854,1171
l,1697,1123
l,1620,1115
l,1627,1133
l,1597,1216
l,1608,1304
l,1725,1384
l,1988,1448
l,1842,1267
l,1703,1210
l,1691,1144
t,1934,1525
t,1970,1497
t,1911,1378
t,1934,1371
t,1973,1431
t,1963,1335
t,1890,1317
t,1895,1252
t,1754,1274
t,1652,1269
t,1929,1312
t,1851,1296
t,1635,1379
t,1563,1436
t,1524,1397
t,1560,1385
t,1532,1440
t,1516,1491
t,1535,1603
t,1515,1600
t,1500,1560
t,1487,1530
t,1492,1405
t,1597,1459
t,1500,1176
t,1460,1397
t,1428,1408
t,1433,1437
t,1460,1429
t,1478,1471
t,1404,1454
t,1434,1493
t,1451,1514
l,1721,1407
l,1749,1437
l,1733,1434
l,1633,1147
l,1649,1168
l,1661,1156
l,1641,1217
l,1632,1232
t,1260,1360
t,1287,1329
t,1264,1294
t,1295,1304
t,1339,1320
t,1377,1336
t,1323,1347
t,1353,1368
t,1328,1397
t,1302,1372
t,1279,1381
t,1240,1326
