V1,V2,V3
l,302,1569
l,158,1465
l,81,1550
l,176,1550
l,287,1678
l,256,1711
l,318,1777
l,16,1738
l,101,1694
l,48,1651
l,141,1451
l,180,1486
l,302,1379
l,374,1686
l,528,1618
l,525,1786
l,494,1807
l,546,1862
l,338,1865
l,254,1874
l,206,1886
l,236,1894
l,81,1894
l,116,1517
l,124,1668
l,508,1585
l,273,1723
t,196,1734
t,129,1863
t,240,1810
t,494,1734
t,334,1827
t,344,1479
t,193,1505
t,414,1655
t,103,1740
t,304,1528
t,360,1493
t,424,1489
t,366,1399
t,48,1730
t,5,1778
t,338,1662
t,200,1635
t,174,1673
t,81,1628
t,117,1380
t,30,1401
t,141,1591
t,99,1569
t,406,1561
t,409,1505
t,387,1553
t,275,1479
t,182,1393
