V1,V2,V3
l,1482,917
l,1492,965
l,1473,968
l,1456,1017
l,1348,1175
l,1356,1161
l,1526,1138
l,1513,1125
l,1503,1170
l,1561,1155
l,1567,1185
l,1560,1197
l,1544,1195
l,1419,1185
l,1420,1166
l,1312,1212
l,1558,995
l,1576,1003
l,1383,879
l,1091,1014
l,940,1002
l,929,976
l,921,967
l,911,922
l,923,952
t,1542,1183
t,1390,1170
t,1389,1143
t,1452,1100
t,1477,1049
t,1352,1114
t,1254,1125
t,1214,1129
t,1136,1208
t,1084,1164
t,1140,1160
t,912,1184
t,895,1219
t,897,1140
t,876,1129
t,943,1116
t,897,1084
t,899,1037
t,972,1125
t,1152,1007
t,1168,979
t,1212,909
t,1255,971
t,1165,1036
t,1145,1067
t,1201,879
t,1247,878
t,1244,840
t,1292,748
t,1353,846
t,1309,905
t,1169,751
t,1346,703
t,1318,953
t,1313,989
t,1391,952
t,1435,913
t,1362,971
t,1370,998
t,1395,1039
t,1360,1055
t,1340,1037
t,1193,1098
t,1142,1138
t,969,1197
t,1001,1197
t,881,1175
t,1053,1155
t,1074,1132
t,1093,1123
t,1118,1103
t,1440,943
t,1423,952
t,1449,993
t,1428,1025
t,1407,1010
t,1433,851
t,1468,841
t,1396,834
t,1376,821
t,1337,789
t,1228,769
t,1188,742
t,1218,720
t,1198,697
t,1423,741
t,1426,697
t,1450,817
t,1491,841
t,1527,879
t,1511,911
t,1553,948
t,1561,899
t,1557,861
t,881,976
t,1095,1221
