V1,V2,V3
l,507,1351
l,522,1353
l,609,1360
l,700,1365
l,725,1332
l,656,1286
l,494,1363
l,624,1273
l,630,1247
l,634,1268
l,494,1259
l,510,1277
l,540,1257
l,512,1143
l,692,1067
l,657,1015
l,447,1036
l,272,1347
l,241,1318
l,246,1329
l,208,1377
l,186,1309
l,200,1319
l,191,1340
l,178,1359
l,164,1349
l,154,1366
l,148,1376
l,195,1251
l,109,1121
l,115,1143
l,78,1164
l,65,1229
l,171,1220
l,248,1141
l,159,1133
l,368,1116
l,409,1049
l,346,957
l,206,920
l,416,915
l,440,927
l,405,905
l,243,1035
l,199,1027
l,195,1006
l,166,935
l,45,925
t,701,1319
t,684,1310
t,715,1289
t,576,1284
t,485,1274
t,443,1310
t,416,1352
t,469,1212
t,730,1207
t,205,1265
t,262,1314
t,155,1335
t,340,1077
t,304,1102
t,453,1059
t,446,1087
t,518,1009
t,559,1008
t,565,1033
t,443,1006
t,471,976
t,431,967
t,267,999
t,251,1008
t,174,988
t,155,970
t,148,996
t,170,1012
t,82,1019
t,249,940
t,277,934
t,265,906
t,262,975
t,115,1031
t,360,907
t,341,873
t,353,1009
t,353,1042
t,381,1073
t,409,1097
t,75,1348
t,84,1342
