active,index,type,x1,y1,x2,y2,color,1,datetime,xf,yf,class_label
1,1,6,0.5381702857541626,0.42382006362516556,0.5381702857541626,0.42382006362516556,0000ff,1,19/6/2020/14:35:24                                                                                                                                                                                                                                                                                                            ,33065.18235673575,26039.50470913017,l
1,2,6,0.5361698129917947,0.42425803674877377,0.5361698129917947,0.42425803674877377,0000ff,1,19/6/2020/14:35:27                                                                                                                                                                                                                                                                                                            ,32942.27331021587,26066.41377784466,l
1,3,6,0.5338142256899624,0.42426987459246646,0.5338142256899624,0.42426987459246646,0000ff,1,19/6/2020/14:35:30                                                                                                                                                                                                                                                                                                            ,32797.54602639129,26067.141094961138,l
1,4,6,0.5336840175372493,0.4238437375063495,0.5336840175372493,0.4238437375063495,0000ff,1,19/6/2020/14:35:32                                                                                                                                                                                                                                                                                                            ,32789.546037488595,26040.959232390116,l
1,5,6,0.5325121419050788,0.42335841571727273,0.5325121419050788,0.42335841571727273,0000ff,1,19/6/2020/14:35:36                                                                                                                                                                                                                                                                                                            ,32717.545998648042,26011.141061669237,l
1,6,6,0.5328080699353818,0.4230506507463777,0.5328080699353818,0.4230506507463777,0000ff,1,19/6/2020/14:35:38                                                                                                                                                                                                                                                                                                            ,32735.727816829854,25992.231981857447,l
1,7,6,0.5328080699353818,0.4224706316263636,0.5328080699353818,0.4224706316263636,0000ff,1,19/6/2020/14:35:41                                                                                                                                                                                                                                                                                                            ,32735.727816829854,25956.59560712378,l
1,8,6,0.5336840175372493,0.42196163640765316,0.5336840175372493,0.42196163640765316,0000ff,1,19/6/2020/14:35:44                                                                                                                                                                                                                                                                                                            ,32789.546037488595,25925.32294088621,l
1,9,6,0.5321333543875312,0.4230269768651937,0.5321333543875312,0.4230269768651937,0000ff,1,19/6/2020/14:35:47                                                                                                                                                                                                                                                                                                            ,32694.273293569917,25990.777458597502,l
1,10,6,0.5319557975693493,0.4235241355948625,0.5319557975693493,0.4235241355948625,0000ff,1,19/6/2020/14:35:52                                                                                                                                                                                                                                                                                                            ,32683.36420266082,26021.32289094835,l
1,11,6,0.5322162138747757,0.424044969108816,0.5322162138747757,0.424044969108816,0000ff,1,19/6/2020/14:35:56                                                                                                                                                                                                                                                                                                            ,32699.36418046622,26053.322902045657,l
1,12,6,0.5317782407511675,0.42409231777428463,0.5317782407511675,0.42409231777428463,0000ff,1,19/6/2020/14:35:59                                                                                                                                                                                                                                                                                                            ,32672.455111751733,26056.232004052046,l
1,13,6,0.5306300399032817,0.4242343628675898,0.5306300399032817,0.4242343628675898,0000ff,1,19/6/2020/14:36:2                                                                                                                                                                                                                                                                                                            ,32601.90965165763,26064.95925458472,l
1,14,6,0.5304524830850998,0.4248617306530725,0.5304524830850998,0.4248617306530725,0000ff,1,19/6/2020/14:36:9                                                                                                                                                                                                                                                                                                            ,32591.000560748536,26103.504731324774,l
1,15,6,0.5306300399032817,0.4247433594409513,0.5306300399032817,0.4247433594409513,0000ff,1,19/6/2020/14:36:12                                                                                                                                                                                                                                                                                                            ,32601.90965165763,26096.23200405205,l
1,16,6,0.530665551176608,0.4252523551112121,0.530665551176608,0.4252523551112121,0000ff,1,19/6/2020/14:36:16                                                                                                                                                                                                                                                                                                            ,32604.091464290792,26127.504698032873,l
1,17,6,0.5316717064796382,0.4251576586833755,0.5316717064796382,0.4251576586833755,0000ff,1,19/6/2020/14:36:19                                                                                                                                                                                                                                                                                                            ,32665.909646108972,26121.68654950659,l
1,18,6,0.5318492632978201,0.4222220522615292,0.5318492632978201,0.4222220522615292,0000ff,1,19/6/2020/14:36:24                                                                                                                                                                                                                                                                                                            ,32676.818737018068,25941.322890948355,l
1,19,6,0.5326541874499343,0.4203162754754475,0.5326541874499343,0.4203162754754475,0000ff,1,19/6/2020/14:36:27                                                                                                                                                                                                                                                                                                            ,32726.273276923963,25824.231965211493,l
1,20,6,0.5376021044778412,0.4194048175033544,0.5376021044778412,0.4194048175033544,0000ff,1,19/6/2020/14:42:45                                                                                                                                                                                                                                                                                                            ,33030.27329911856,25768.231987406096,l
1,21,6,0.5363710436911605,0.42078976032393234,0.5363710436911605,0.42078976032393234,0000ff,1,19/6/2020/14:42:50                                                                                                                                                                                                                                                                                                            ,32954.636924384904,25853.3228743024,l
1,22,6,0.5307010624499343,0.4224824685669556,0.5307010624499343,0.4224824685669556,0000ff,1,19/6/2020/14:42:54                                                                                                                                                                                                                                                                                                            ,32606.273276923963,25957.322868753752,l
1,23,6,0.5297304186460055,0.42186693862516556,0.5297304186460055,0.42186693862516556,0000ff,1,19/6/2020/14:42:57                                                                                                                                                                                                                                                                                                            ,32546.636921610574,25919.50470913017,l
1,24,6,0.5297540927529646,0.42264818844454544,0.5297540927529646,0.42264818844454544,0000ff,1,19/6/2020/14:42:59                                                                                                                                                                                                                                                                                                            ,32548.091458742143,25967.50469803287,l
1,25,6,0.5300381838426756,0.4230861624712543,0.5300381838426756,0.4230861624712543,0000ff,1,19/6/2020/14:43:2                                                                                                                                                                                                                                                                                                            ,32565.546015293992,25994.413822233866,l
1,26,6,0.5301802293875312,0.42357148426033114,0.5301802293875312,0.42357148426033114,0000ff,1,19/6/2020/14:43:4                                                                                                                                                                                                                                                                                                            ,32574.273293569917,26024.231992954745,l
1,27,6,0.5284875209187327,0.4234294382639253,0.5284875209187327,0.4234294382639253,0000ff,1,19/6/2020/14:43:6                                                                                                                                                                                                                                                                                                            ,32470.27328524694,26015.504686935572,l
1,28,6,0.5274813655028149,0.42387924923122616,0.5274813655028149,0.42387924923122616,0000ff,1,19/6/2020/14:43:8                                                                                                                                                                                                                                                                                                            ,32408.455096492948,26043.141072766535,l
1,29,6,0.5273156458510002,0.4248262189281959,0.5273156458510002,0.4248262189281959,0000ff,1,19/6/2020/14:43:10                                                                                                                                                                                                                                                                                                            ,32398.273281085454,26101.322890948355,l
1,30,6,0.5293989791166009,0.42483805586878787,0.5293989791166009,0.42483805586878787,0000ff,1,19/6/2020/14:43:13                                                                                                                                                                                                                                                                                                            ,32526.273276923963,26102.050152578326,l
1,31,6,0.529990835177207,0.4242935484736504,0.529990835177207,0.4242935484736504,0000ff,1,19/6/2020/14:43:17                                                                                                                                                                                                                                                                                                            ,32562.6369132876,26068.595618221083,l
1,32,6,0.5290438654802373,0.42007953305120505,0.5290438654802373,0.42007953305120505,0000ff,1,19/6/2020/14:43:19                                                                                                                                                                                                                                                                                                            ,32504.45509510578,25809.686510666037,l
1,33,6,0.5283691497066115,0.421121200079112,0.5283691497066115,0.421121200079112,0000ff,1,19/6/2020/14:43:21                                                                                                                                                                                                                                                                                                            ,32463.000557974214,25873.686532860644,l
1,34,6,0.5282389413281231,0.42004402177787875,0.5282389413281231,0.42004402177787875,0000ff,1,19/6/2020/14:43:28                                                                                                                                                                                                                                                                                                            ,32455.000555199884,25807.50469803287,l
1,36,6,0.5284875209187327,0.42052934401850595,0.5284875209187327,0.42052934401850595,0000ff,1,19/6/2020/14:43:33                                                                                                                                                                                                                                                                                                            ,32470.27328524694,25837.322896497004,l
1,37,6,0.5276234109347828,0.4210975257463777,0.5276234109347828,0.4210975257463777,0000ff,1,19/6/2020/14:43:40                                                                                                                                                                                                                                                                                                            ,32417.182367833055,25872.231981857447,l
1,38,6,0.5283691497066115,0.421736730020902,0.5283691497066115,0.421736730020902,0000ff,1,19/6/2020/14:43:43                                                                                                                                                                                                                                                                                                            ,32463.000557974214,25911.50469248422,l
1,39,6,0.5318137520244938,0.4196652338087808,0.5318137520244938,0.4196652338087808,0000ff,1,19/6/2020/14:43:48                                                                                                                                                                                                                                                                                                            ,32674.636924384897,25784.231965211493,l
1,40,6,0.5329501154802373,0.41824477948910144,0.5329501154802373,0.41824477948910144,0000ff,1,19/6/2020/14:43:49                                                                                                                                                                                                                                                                                                            ,32744.45509510578,25696.959251810393,l
1,41,6,0.533293392176009,0.4190023552015222,0.533293392176009,0.4190023552015222,0000ff,1,19/6/2020/14:43:51                                                                                                                                                                                                                                                                                                            ,32765.546015293992,25743.504703581522,l
1,42,6,0.5346191493905262,0.4180672226709196,0.5346191493905262,0.4180672226709196,0000ff,1,19/6/2020/14:43:54                                                                                                                                                                                                                                                                                                            ,32847.00053855393,25686.0501609013,l
1,43,6,0.5351991685105404,0.41693085898940097,0.5351991685105404,0.41693085898940097,0000ff,1,19/6/2020/14:43:56                                                                                                                                                                                                                                                                                                            ,32882.6369132876,25616.231976308794,l
1,44,6,0.5277536193132711,0.41888398398940097,0.5277536193132711,0.41888398398940097,0000ff,1,19/6/2020/14:44:2                                                                                                                                                                                                                                                                                                            ,32425.182370607377,25736.231976308794,l
1,45,6,0.5267356268438736,0.41772394597514795,0.5267356268438736,0.41772394597514795,0000ff,1,19/6/2020/14:44:10                                                                                                                                                                                                                                                                                                            ,32362.6369132876,25664.95924071309,l
1,46,6,0.5270433920405438,0.4170847414748485,0.5270433920405438,0.4170847414748485,0000ff,1,19/6/2020/14:44:13                                                                                                                                                                                                                                                                                                            ,32381.546006971013,25625.68651621469,l
1,47,6,0.5278719905253924,0.4182802912139781,0.5278719905253924,0.4182802912139781,0000ff,1,19/6/2020/14:44:19                                                                                                                                                                                                                                                                                                            ,32432.455097880105,25699.141092186812,l
1,48,6,0.528227104161756,0.4182211056079175,0.528227104161756,0.4182211056079175,0000ff,1,19/6/2020/14:44:21                                                                                                                                                                                                                                                                                                            ,32454.27327969829,25695.504728550448,l
1,49,6,0.5286177290714459,0.4185407072936293,0.5286177290714459,0.4185407072936293,0000ff,1,19/6/2020/14:44:23                                                                                                                                                                                                                                                                                                            ,32478.273274149637,25715.141056120585,l
1,50,6,0.529907975238412,0.4176292495473114,0.529907975238412,0.4176292495473114,0000ff,1,19/6/2020/14:44:27                                                                                                                                                                                                                                                                                                            ,32557.545998648035,25659.141092186812,l
1,51,6,0.5304169718117736,0.41733332151700836,0.5304169718117736,0.41733332151700836,0000ff,1,19/6/2020/14:44:29                                                                                                                                                                                                                                                                                                            ,32588.81874811537,25640.959274004992,l
1,52,6,0.5302512519341838,0.41656390818667016,0.5302512519341838,0.41656390818667016,0000ff,1,19/6/2020/14:44:32                                                                                                                                                                                                                                                                                                            ,32578.63691883625,25593.686518989016,l
1,53,6,0.53006185817541,0.41662309379273077,0.53006185817541,0.41662309379273077,0000ff,1,19/6/2020/14:44:34                                                                                                                                                                                                                                                                                                            ,32567.00056629719,25597.32288262538,l
