V1,V2,V3
l,405,1195
l,415,1183
l,424,1156
l,414,1158
l,437,1164
l,444,1171
l,475,1137
l,472,1127
l,456,1092
l,424,1099
l,352,1105
l,354,1089
l,365,1084
l,374,1074
l,390,1075
l,405,1056
l,443,1067
l,367,1060
l,452,1060
l,440,1052
l,436,1019
l,453,1022
l,477,1048
l,488,1036
l,487,1021
l,510,1025
l,530,1030
l,554,1034
l,566,1050
l,551,1061
l,500,1092
l,482,1103
l,487,1121
l,497,1132
l,507,1140
l,527,1134
l,519,1125
l,538,1124
l,538,1113
l,553,1107
l,548,1119
l,572,1121
l,591,1132
l,575,1139
l,572,1148
l,398,1139
l,405,1148
l,418,1148
l,385,1140
l,392,1155
l,375,1151
l,384,1167
l,835,1288
l,901,1272
l,822,1259
l,826,1244
l,814,1245
l,802,1262
l,813,1310
l,753,1295
l,739,1300
l,750,1270
l,761,1247
l,781,1239
l,730,1268
l,738,1255
l,769,1226
l,781,1221
l,799,1203
l,804,1191
l,781,1193
l,787,1181
l,795,1169
l,821,1175
l,835,1169
l,835,1152
l,820,1140
l,809,1136
l,824,1118
l,844,1141
l,852,1106
l,852,1116
l,836,1117
l,797,1100
l,786,1130
l,778,1141
l,766,1144
l,751,1152
l,849,1081
l,848,1057
l,800,1057
l,793,1079
l,868,1072
l,883,1070
l,885,1062
l,902,1081
l,920,1063
l,960,1026
l,917,1016
l,865,1063
l,872,1043
l,848,1033
l,857,1013
l,869,1007
l,880,1005
l,868,1022
l,941,992
l,932,937
l,835,705
l,852,761
l,804,737
l,792,726
l,770,732
l,753,726
l,744,722
l,732,723
l,740,734
l,717,731
l,718,744
l,782,742
l,792,763
l,811,760
l,792,786
l,817,788
l,853,771
l,861,788
l,883,787
l,923,815
l,868,809
l,876,831
l,841,823
l,831,823
l,848,813
l,813,828
l,804,823
l,801,808
l,782,822
l,776,834
l,817,867
l,844,872
l,856,857
l,856,844
l,838,911
l,839,888
l,815,896
l,812,884
l,792,889
l,786,869
l,776,894
l,890,890
l,855,937
l,855,923
l,875,949
l,883,931
l,890,969
l,890,978
l,734,647
l,742,647
l,763,649
l,708,632
l,705,624
l,687,609
l,668,630
l,660,614
l,671,606
l,660,587
l,656,577
l,671,574
l,647,564
l,631,577
l,688,626
l,693,638
l,674,643
l,702,648
l,707,654
l,657,644
l,671,654
l,668,664
l,661,681
l,677,677
l,711,693
l,724,680
l,716,669
l,732,691
l,742,701
l,721,706
l,752,711
l,762,684
l,672,694
l,660,705
l,695,723
l,688,713
l,682,724
l,655,724
l,648,744
l,644,729
l,641,722
l,638,687
l,637,638
l,625,636
l,614,642
l,602,643
l,621,651
l,578,655
l,586,637
l,586,620
l,569,620
l,557,631
l,553,645
l,547,661
l,532,636
l,544,567
l,544,554
l,520,552
l,532,528
l,508,542
l,536,547
l,533,556
l,545,556
l,670,1037
l,663,1050
l,692,1068
l,679,1059
l,669,1063
l,658,1067
l,646,1075
l,651,1098
l,677,1081
l,699,1069
l,673,1100
l,692,1103
l,635,1108
l,614,1120
l,601,1102
l,608,1091
l,607,1080
l,589,1091
l,593,1083
l,611,1065
l,599,1054
l,610,1039
l,622,1050
l,583,1191
l,571,1189
l,584,1178
l,604,1186
l,609,1174
l,618,1191
l,629,1184
l,624,1171
l,640,1173
l,629,1150
l,623,1144
l,610,1135
l,650,1139
l,655,1151
l,662,1140
l,671,1154
l,651,1168
l,677,1180
l,683,1198
l,674,1198
l,661,1192
l,658,1208
l,675,1211
l,684,1209
l,677,1222
l,663,1222
l,646,1226
l,569,1245
l,569,1233
l,557,1210
l,607,1261
l,616,1251
l,620,1239
l,630,1248
l,650,1244
l,660,1239
l,586,1268
l,614,1286
