V1,V2,V3
,1391,679
l,1639,963
l,1641,1014
l,1171,994
l,1207,970
l,1139,1062
l,1256,970
l,1386,962
l,1817,1006
l,1291,1015
l,1217,1033
l,1239,1093
t,1432,709
t,1423,722
t,1464,746
t,1492,781
t,1494,823
t,1464,809
t,1480,803
t,1493,880
t,1612,839
t,1606,855
t,1628,866
t,1668,855
t,1677,835
t,1664,837
t,1696,861
t,1589,764
t,1586,737
t,1558,756
t,1584,670
t,1511,645
t,1529,663
t,1453,597
t,1430,594
t,1431,572
t,1478,596
t,1481,605
t,1501,607
t,1321,897
t,1279,951
t,1304,956
t,1316,965
t,1315,985
t,1312,1045
t,1199,1079
t,1186,1061
t,1195,1037
t,1777,738
t,1788,751
t,1782,827
t,1772,853
t,1792,876
t,1804,843
t,1731,972
t,1719,974
t,1732,1021
t,1757,1012
t,1740,1052
t,1762,1037
t,1753,1063
t,1796,1028
t,1799,1051
t,1687,1101
t,1674,1123
t,1658,1129
t,1857,1037
t,1776,964
t,1762,944
t,1832,957
t,1876,890
t,1922,842
t,1924,857
t,1969,881
t,1945,904
t,1988,986
t,1891,1100
t,1870,1098
t,1880,1079
t,1851,1176
t,1817,1185
t,1835,1173
t,1760,1182
t,1791,1185
t,1802,1189
t,1552,1003
t,1513,1023
t,1527,1066
t,1524,1042
t,1597,979
t,1574,950
t,1444,1070
t,1436,1057
t,1439,1097
t,1414,1147
t,1349,1170
t,1300,1177
t,1247,1187
t,1889,617
t,1793,629
t,1847,559
t,1843,529
t,1684,543
t,1683,559
t,1696,565
t,1554,590
t,1563,581
t,1568,610
t,1551,617
t,1525,540
t,1554,547
t,1548,525
t,1492,501
t,1440,521
l,1901,950
l,1888,967
l,1957,921
l,1831,835
t,1954,788
t,1941,782
t,1979,716
t,1973,699
t,1968,679
t,1956,657
t,1943,641
t,1992,626
t,1893,647
t,1869,650
t,1765,671
t,1774,688
t,1752,644
t,1230,432
t,1227,409
t,1246,491
t,1232,537
t,1188,586
t,1186,607
t,1132,549
t,1150,537
t,1120,520
t,1118,487
t,1133,449
t,1135,425
t,1166,411
t,1174,438
t,1170,386
t,1179,401
t,1187,373
t,1183,353
t,1194,335
t,1196,299
t,1134,643
t,1692,696
t,1680,645
t,1733,620
t,1757,482
t,1405,502
t,1797,669
t,1795,481
t,1793,461
t,1748,456
t,1517,379
t,1892,592
t,1762,508
t,1779,472
t,1700,425
t,1744,392
t,1198,754
t,1195,765
t,1202,786
