V1,V2,V3
l,1485,1321
l,1399,1326
l,1499,1336
l,1457,1276
l,1342,1311
l,1329,1224
l,1286,1379
l,1219,1205
l,1099,1327
l,1501,1184
l,1336,1041
l,1033,1331
l,967,1315
l,869,1334
l,930,1056
l,1248,1194
l,1223,1096
l,1101,1137
l,1143,1196
l,1042,1185
l,1218,829
l,1257,819
l,1322,855
l,1399,931
l,1438,925
l,973,865
l,939,1149
l,935,976
l,895,907
l,1057,843
l,1034,778
l,1169,837
l,1172,849
l,850,1070
l,818,1068
l,878,867
t,1170,1108
t,1334,919
t,1335,954
t,1346,1110
t,1311,1217
t,1343,1164
t,1223,955
t,1244,937
t,1327,817
t,1189,761
t,1205,775
t,1129,762
t,1152,798
t,925,804
t,1506,871
t,1451,854
t,1464,1062
t,1099,878
t,1098,860
t,1026,891
t,884,995
t,843,1155
t,845,1177
t,853,1211
t,860,897
t,1382,1235
t,1139,1245
t,1164,1262
t,1303,1060
t,1273,750
t,924,1154
t,1020,1277
t,1032,1276
t,1047,1256
t,1031,1230
t,994,1273
