V1,V2,V3
l,934,418
l,767,455
l,763,409
l,719,445
l,624,411
l,638,375
l,657,325
l,528,320
l,495,394
l,492,379
l,510,373
l,548,368
l,561,395
l,534,450
l,497,457
l,593,454
l,611,304
l,470,320
l,444,317
l,410,280
l,439,247
l,455,262
l,539,229
l,770,180
l,731,266
l,819,233
l,945,242
l,1034,219
l,1004,220
l,969,373
l,536,111
l,491,81
l,411,215
l,628,143
l,373,451
l,361,391
l,1010,115
l,439,15
t,704,399
t,532,393
t,979,284
t,562,325
t,479,154
t,496,132
t,453,85
t,474,87
t,689,15
t,705,29
t,890,93
t,462,14
t,365,116
t,383,51
t,1017,338
l,347,119
l,128,202
l,68,206
l,85,279
l,33,410
l,118,346
l,6,84
l,12,10
l,1,341
l,33,35
l,270,501
t,354,450
t,239,262
t,176,387
t,53,437
t,44,455
t,49,473
t,22,477
t,7,454
t,5,485
t,56,309
t,41,322
t,171,178
t,294,271
t,272,308
t,380,216
t,423,334
t,399,111
t,321,86
t,120,82
t,177,63
t,72,16
t,441,298
t,224,280
t,221,216
t,45,168
