V1,V2,V3
l,1518,1348
l,1532,1327
l,1446,1303
l,1437,1285
l,1476,1259
l,1557,1380
l,1550,1393
l,1610,1389
l,1596,1348
l,1663,1354
l,1653,1327
l,1667,1388
l,1691,1406
l,1712,1430
l,1629,1451
l,1686,1532
l,1691,1508
l,1612,1557
l,1589,1699
l,1469,1743
l,1451,1721
l,1690,1263
l,1738,1351
l,1770,1443
l,1956,1705
l,1705,1600
l,1791,1364
l,1792,1220
l,1818,1232
l,1847,1475
l,1936,1560
l,1434,1340
t,1614,1621
t,1689,1666
t,1650,1406
t,1642,1393
t,1527,1444
t,1514,1444
t,1523,1427
t,1681,1317
t,1738,1244
t,1727,1235
t,1762,1256
t,1904,1387
t,1917,1440
t,1830,1523
t,1842,1502
t,1759,1488
t,1781,1499
t,1785,1482
t,1780,1594
t,1653,1671
t,1500,1538
t,1642,1288
t,1647,1227
t,1666,1226
t,1834,1351
t,1578,1395
