V1,V2,V3
l,1642,719
l,1639,697
l,1614,705
l,1579,707
l,1568,711
l,1576,724
l,1563,658
l,1574,640
l,1587,618
l,1604,612
l,1601,602
l,1574,627
l,1594,590
l,1559,585
l,1549,593
l,1549,580
l,1545,567
l,1548,538
l,1452,564
l,1456,548
l,1484,538
l,1492,514
l,1516,479
l,1530,490
l,1542,601
l,1563,598
l,1577,584
l,1617,544
l,1606,554
l,1596,546
l,1689,514
l,1700,506
l,1658,532
l,1663,512
l,1636,512
l,1626,519
l,1613,520
l,1602,498
l,1596,456
l,1591,446
l,1585,438
l,1545,514
l,1535,517
l,1569,431
l,1567,418
l,1574,405
l,1573,384
l,1580,394
l,1604,401
l,1620,394
l,1454,367
l,1418,374
l,1404,385
l,1398,397
l,1396,411
l,1391,438
l,1390,451
l,1393,463
l,1388,507
l,1393,522
l,1401,541
l,1414,533
l,1438,524
l,1463,508
l,1453,503
l,1453,520
l,1433,590
l,1455,576
l,1462,597
l,1456,602
l,1468,605
l,1453,622
l,1465,617
l,1467,635
l,1475,647
l,1470,657
l,1458,640
l,1494,634
l,1492,648
l,1916,285
l,1292,472
l,1307,483
l,1312,463
l,1334,458
l,1346,454
l,1348,466
l,1357,466
l,1360,453
l,1327,440
l,1330,516
l,1315,511
l,1317,521
l,1294,489
l,1302,497
l,1292,500
l,1287,497
l,1278,491
l,1277,504
l,1298,521
l,1306,526
l,1317,539
l,1349,533
l,1352,543
l,1365,531
l,1271,568
l,1292,559
l,1295,543
l,1292,533
l,1283,526
l,1269,526
l,1267,544
l,1255,545
l,1247,538
l,1251,527
l,1237,556
l,1246,554
l,1218,556
l,1223,568
l,1214,540
l,1155,519
l,1165,503
l,1176,509
l,1189,487
l,1169,486
l,1172,476
l,1182,470
l,1198,452
l,1214,457
l,1227,457
l,1233,445
l,1771,709
l,1766,697
l,1755,684
l,1746,673
l,1738,670
l,1715,681
l,1703,694
l,1680,693
l,1661,711
l,1674,721
l,1663,724
l,1657,736
l,1674,733
l,1669,748
l,1694,748
l,1707,737
l,1707,722
l,1774,1334
l,1776,1323
l,1766,1307
l,1774,1302
l,1805,1313
l,1789,1337
l,1789,1330
l,1800,1332
l,1816,1332
l,1828,1328
l,1811,1343
l,1824,1341
l,1829,1356
l,1811,1357
l,1799,1359
l,1771,1373
l,1726,1376
l,1734,1366
l,1742,1343
l,1747,1330
l,1725,1343
l,1710,1321
l,1709,1342
l,1698,1373
l,1679,1382
l,1667,1378
l,1705,1388
l,1718,1384
l,1733,1398
l,1733,1412
l,1758,1398
l,1772,1394
l,1687,1338
l,1692,1329
l,1640,1313
l,1656,1307
l,1648,1321
l,1640,1330
l,1607,1340
l,1598,1341
l,1577,1324
l,1866,1328
l,1880,1319
l,1870,1315
l,1893,1325
l,1908,1350
l,1892,1338
l,1910,1314
l,1920,1276
l,1932,1271
l,1908,1265
l,1891,1259
l,1872,1270
l,1874,1260
l,1883,1248
l,1852,1262
l,1865,1252
l,1870,1245
l,1840,1242
l,1835,1240
l,1841,1226
l,1823,1230
l,1807,1233
l,1806,1224
l,1798,1229
l,1792,1236
l,1771,1218
l,1757,1254
l,1748,1245
l,1734,1249
l,1703,1254
l,1714,1248
l,1697,1245
l,1676,1248
l,1683,1280
l,1722,1297
l,1906,1232
l,1892,1227
l,1907,1221
l,1903,1213
l,1866,1208
l,1877,1200
l,1913,1243
l,1959,1248
l,1966,1237
l,1982,1262
l,1951,1287
l,1993,1251
l,1994,1279
l,1982,1336
l,1948,1340
l,1954,1319
